question,document
Why would I use Grafana instead of the Streamlit dashboard for this project?,05-monitoring/lessons/12-grafana.md
How do I start Grafana in Docker so it can use the same Postgres database and keep its dashboards after restart?,05-monitoring/lessons/12-grafana.md
What connection settings do I need to add PostgreSQL as a Grafana data source?,05-monitoring/lessons/12-grafana.md
"When I build a Grafana panel from SQL, why do I need to use the selected time range and alias the time column as time?",05-monitoring/lessons/12-grafana.md
"What panels does this lesson suggest for response time, token usage, cost, model counts, relevance, user feedback, and recent conversations?",05-monitoring/lessons/12-grafana.md
"Why use Docker Compose here instead of launching PostgreSQL, Grafana, and the app one at a time?",05-monitoring/lessons/13-docker-compose.md
"What goes into the Streamlit container image, and how is it started in the Dockerfile?",05-monitoring/lessons/13-docker-compose.md
"Which settings are kept in the .env file, and how do they get used by the services?",05-monitoring/lessons/13-docker-compose.md
"How do the three services connect in the Compose setup, and which ports are exposed for each one?",05-monitoring/lessons/13-docker-compose.md
"What commands do you run to bring the stack up, initialize the database, and shut everything down?",05-monitoring/lessons/13-docker-compose.md
What are the main benefits of adding monitoring and logging to a RAG app like the one built in this module?,05-monitoring/lessons/14-next-steps.md
When is it better to use a tracing or monitoring framework instead of wiring all the instrumentation yourself?,05-monitoring/lessons/14-next-steps.md
Why wouldn’t you keep all the logs and checks in Postgres once the app is running at production scale?,05-monitoring/lessons/14-next-steps.md
How should the monitoring setup change so it doesn’t slow down user requests in a real production system?,05-monitoring/lessons/14-next-steps.md
"If I want to keep going after this module, what are some good follow-up projects I could try?",05-monitoring/lessons/14-next-steps.md
"What are the two main phases in a RAG system, and what happens in each one?",06-best-practices/lessons/01-intro.md
Why does this lesson say retrieval quality matters so much for RAG performance?,06-best-practices/lessons/01-intro.md
What are the five improvement ideas mentioned for RAG retrieval?,06-best-practices/lessons/01-intro.md
How do hybrid search and reranking help compared with the other techniques?,06-best-practices/lessons/01-intro.md
What is the difference between using small chunks for indexing and bringing back larger surrounding text for the answer?,06-best-practices/lessons/01-intro.md
How does hybrid search combine vector and keyword results?,06-best-practices/lessons/02-hybrid-search.md
What does the alpha value do in the weighted hybrid search formula?,06-best-practices/lessons/02-hybrid-search.md
How does reciprocal rank fusion score documents across ranked lists?,06-best-practices/lessons/02-hybrid-search.md
Why does the k parameter matter in reciprocal rank fusion?,06-best-practices/lessons/02-hybrid-search.md
How would you write a hybrid_search function that merges keyword and vector search results?,06-best-practices/lessons/02-hybrid-search.md
"Why isn’t cosine similarity always good enough for ranking search results, and what does reranking change?",06-best-practices/lessons/03-reranking.md
"What is reciprocal rank fusion, and how does it combine multiple search rankings into one score?",06-best-practices/lessons/03-reranking.md
"How do you use RRF directly in Elasticsearch, and why might it fail on the free plan?",06-best-practices/lessons/03-reranking.md
"If I want to do RRF myself, what are the basic steps for merging vector and keyword results?",06-best-practices/lessons/03-reranking.md
"Does reranking actually help retrieval quality, and what happened to Hit Rate and MRR here?",06-best-practices/lessons/03-reranking.md
How do you set up hybrid search with LangChain using ElasticsearchRetriever?,06-best-practices/lessons/04-langchain.md
What packages do I need to install to use LangChain for Elasticsearch search?,06-best-practices/lessons/04-langchain.md
"Does using LangChain change the actual Elasticsearch query, or is it just a wrapper?",06-best-practices/lessons/04-langchain.md
How do you combine keyword matching and vector search in the retriever query?,06-best-practices/lessons/04-langchain.md
How do you run the hybrid retriever on the ground-truth set and check its accuracy?,06-best-practices/lessons/04-langchain.md
How does combining vector search with keyword search help improve retrieval in RAG?,06-best-practices/lessons/05-next-steps.md
"Why can reranking make search results better, and is a simple RRF approach enough to help?",06-best-practices/lessons/05-next-steps.md
What does LangChain actually change when using Elasticsearch for retrieval?,06-best-practices/lessons/05-next-steps.md
"What is the idea behind small-to-big chunk retrieval, and why would you use ParentDocumentRetriever for it?",06-best-practices/lessons/05-next-steps.md
"What are some other RAG techniques worth trying, like using metadata fields or rewriting the query first?",06-best-practices/lessons/05-next-steps.md
"What kind of app do you build in this lesson, and what exercise questions is it meant to answer?",07-project-example/lessons/01-intro.md
How do you create the exercise dataset if there isn’t an existing FAQ database?,07-project-example/lessons/01-intro.md
What fields are included in each exercise record in the dataset?,07-project-example/lessons/01-intro.md
How does the retrieval step work before sending context to the language model?,07-project-example/lessons/01-intro.md
What does the full RAG pipeline do from a user question to the final answer?,07-project-example/lessons/01-intro.md
How do you check whether the retriever is actually finding the right exercise docs in this RAG project?,07-project-example/lessons/02-evaluating-retrieval.md
What kind of ground-truth data do you need before you can score retrieval quality?,07-project-example/lessons/02-evaluating-retrieval.md
"How are the recall-style scores for retrieval calculated here, and what do they mean?",07-project-example/lessons/02-evaluating-retrieval.md
How do you tune the field weights in the search so retrieval works better?,07-project-example/lessons/02-evaluating-retrieval.md
Why do they split the question set into validation and test groups before optimizing the search settings?,07-project-example/lessons/02-evaluating-retrieval.md
"How do you tell whether a RAG system is actually giving good final answers, not just finding the right docs?",07-project-example/lessons/03-evaluating-rag.md
What does the LLM do in this evaluation setup when you don’t have a perfect answer for every question?,07-project-example/lessons/03-evaluating-rag.md
"How do you score a generated answer as relevant, partly relevant, or not relevant in this lesson?",07-project-example/lessons/03-evaluating-rag.md
Why does the lesson sample 200 questions and then run the RAG pipeline on each one?,07-project-example/lessons/03-evaluating-rag.md
How can this evaluation method help you compare a cheaper model with a more expensive one like gpt-4o?,07-project-example/lessons/03-evaluating-rag.md
How do you turn the notebook into a Python app with separate scripts and a package layout?,07-project-example/lessons/04-interface.md
"What does the ingestion step do here, and why does it run when the app starts instead of later?",07-project-example/lessons/04-interface.md
How is the search index built from the CSV file in the ingestion code?,07-project-example/lessons/04-interface.md
"What does the RAG part do before calling the model, and how is the prompt assembled from search results?",07-project-example/lessons/04-interface.md
"How does the Flask endpoint work when someone posts a question, and what response does it send back?",07-project-example/lessons/04-interface.md
How can I add an automatic relevance check to each RAG answer and save that score with the result?,07-project-example/lessons/05-monitoring.md
What database tables do I need if I want to store both chatbot conversations and user ratings?,07-project-example/lessons/05-monitoring.md
How does the API change so it can save each question-answer exchange and also accept thumbs-up or thumbs-down feedback?,07-project-example/lessons/05-monitoring.md
What should the Docker Compose setup include to run the app with Postgres and Grafana together?,07-project-example/lessons/05-monitoring.md
How do I initialize the database and start the whole stack after creating the containers?,07-project-example/lessons/05-monitoring.md
"What kind of changes were added after the project was first recorded, and why were they needed?",07-project-example/lessons/06-summary.md
"Roughly how much did the whole project cost in OpenAI API usage, and where did most of that spend go?",07-project-example/lessons/06-summary.md
What are some practical tips for building a similar RAG project from scratch?,07-project-example/lessons/06-summary.md
How did the project handle the Grafana setup without doing everything manually each time?,07-project-example/lessons/06-summary.md
What pieces were included in the finished fitness assistant project?,07-project-example/lessons/06-summary.md
How should I handle long stuff like articles or transcripts when one chunk isn’t enough for retrieval?,07-project-example/lessons/07-chunking.md
"If I have a bunch of blog posts or wiki pages, what IDs should I assign before chunking them?",07-project-example/lessons/07-chunking.md
"For a single long document like a PDF or video transcript, what’s the basic way to prepare it for search and evaluation?",07-project-example/lessons/07-chunking.md
What’s a good strategy for books or other really long content so the chunks still make sense?,07-project-example/lessons/07-chunking.md
How can I chunk text using an LLM instead of just cutting by length or paragraphs?,07-project-example/lessons/07-chunking.md
